"[all run data]","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners"
,"40","42","40","41","33","43","40","39","33","39","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"40","42","40","41","33","43","40","39","33","39","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"40","42","40","41","33","43","40","39","33","39","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"40","42","40","41","33","43","40","39","33","39","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"36","40","35","35","32","41","40","36","29","34","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"36","40","35","35","32","41","40","36","29","34","50","49","50","50","49","48","50","50","50","50","49","50","50","50","50","49","50","50","50","50"
,"36","40","35","35","32","41","40","36","29","34","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"36","40","35","35","32","41","40","36","29","34","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"36","40","35","35","32","41","40","36","29","34","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"31","36","32","30","30","35","38","33","26","29","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"31","36","32","30","30","35","38","33","26","29","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"31","36","32","30","30","35","38","33","26","29","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"31","36","32","30","30","35","38","33","26","29","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"31","36","32","30","30","35","38","33","26","29","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"28","30","30","24","27","33","35","28","24","26","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"28","30","30","24","27","33","35","28","24","26","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"28","30","30","24","27","33","35","28","24","26","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"28","30","30","24","27","33","35","28","24","26","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"28","30","30","24","27","33","35","28","24","26","50","49","48","50","49","47","50","50","49","49","49","50","50","50","50","49","50","50","50","50"
,"23","22","28","21","21","30","31","26","16","25","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"23","22","28","21","21","30","31","26","16","25","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"23","22","28","21","21","30","31","26","16","25","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"23","22","28","21","21","30","31","26","16","25","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"23","22","28","21","21","30","31","26","16","25","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"21","21","26","16","17","27","24","22","13","22","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"21","21","26","16","17","27","24","22","13","22","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"21","21","26","16","17","27","24","22","13","22","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"21","21","26","16","17","27","24","22","13","22","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"21","21","26","16","17","27","24","22","13","22","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"17","17","23","14","16","19","21","20","10","18","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
,"17","17","23","14","16","19","21","20","10","18","50","49","44","49","47","46","50","50","49","48","49","50","50","50","50","48","50","50","50","50"
