"[all run data]","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters"
,"61","58","59","43","47","79","67","47","60","43","96","67","51","39","94","70","96","87","43","34","50","57","45","117","45","35","77","48","45","78"
,"61","58","62","43","47","80","67","47","59","43","97","70","51","39","96","69","98","91","43","34","50","57","45","117","46","35","77","49","45","78"
,"61","58","62","43","46","78","68","48","59","43","99","70","51","39","96","69","101","92","42","34","53","57","46","117","46","35","78","51","45","77"
,"60","58","63","44","46","78","69","48","60","45","100","72","51","39","96","71","104","92","42","34","54","57","47","117","45","35","80","52","45","77"
,"60","58","64","45","46","81","70","48","60","47","98","72","51","39","98","71","105","92","43","35","55","57","47","117","44","35","82","54","45","78"
,"61","58","66","46","47","84","71","49","60","47","101","72","48","39","97","72","106","93","43","36","55","55","47","116","44","34","85","55","47","77"
,"60","58","66","47","47","85","73","48","60","45","101","72","48","38","98","72","106","94","44","37","56","55","47","116","44","34","85","57","52","78"
,"60","58","64","47","47","86","74","48","62","46","101","71","48","37","99","73","105","96","46","37","57","55","46","118","43","34","85","59","53","77"
,"59","58","65","47","47","87","76","48","64","46","102","70","49","37","101","74","106","96","46","38","57","54","46","120","43","34","85","60","56","77"
,"58","58","65","47","47","90","75","48","64","47","102","70","50","37","99","74","110","98","45","38","57","54","46","120","43","34","86","62","58","76"
,"59","58","65","45","47","92","76","48","67","47","103","70","51","37","100","75","108","100","45","37","57","55","46","122","43","34","87","63","58","74"
,"59","57","67","46","46","97","79","48","67","47","103","69","53","36","102","74","109","100","45","37","57","56","46","123","43","34","87","64","60","74"
,"60","57","67","47","46","98","78","48","71","46","104","69","54","36","102","74","110","101","45","37","59","57","46","125","43","34","87","67","60","75"
,"59","56","67","47","47","98","77","48","71","46","104","69","53","36","104","76","111","102","45","37","59","57","47","124","43","34","87","68","60","76"
,"59","55","68","46","46","97","80","48","71","45","106","68","53","36","104","76","113","101","45","38","60","56","47","126","42","34","89","69","62","76"
,"59","55","69","45","46","98","80","48","74","45","107","67","54","36","106","78","113","102","44","37","60","56","48","126","42","34","89","70","63","76"
,"59","56","72","45","46","99","78","48","75","45","109","68","54","36","106","79","113","105","44","34","59","54","47","128","42","34","88","70","64","77"
,"58","57","73","46","46","99","78","48","75","46","111","71","53","36","110","79","114","105","44","34","59","53","47","133","42","34","88","68","66","77"
,"60","57","72","46","45","98","78","47","75","47","114","72","53","36","113","79","115","107","45","34","59","54","47","135","41","34","88","68","67","77"
,"60","57","72","44","45","100","78","47","74","47","113","74","53","36","112","79","115","106","45","33","59","55","47","138","41","33","88","66","69","77"
,"60","58","74","46","44","98","78","47","73","46","112","78","53","36","109","78","116","106","44","33","57","55","48","139","40","33","88","67","68","77"
,"60","58","76","46","44","100","78","47","75","46","112","78","53","36","109","78","114","109","43","33","56","55","49","139","40","33","88","65","69","78"
,"59","58","74","48","44","102","80","47","74","49","116","78","52","35","108","79","114","110","43","33","56","55","49","141","42","33","87","66","72","79"
,"61","58","77","48","42","106","79","46","75","50","117","79","51","35","109","79","113","111","43","33","56","55","49","141","43","33","87","65","72","78"
,"61","60","76","48","41","108","79","45","74","49","120","78","48","35","106","78","112","108","40","33","54","55","47","140","42","31","88","65","73","78"
,"60","61","79","48","41","111","76","45","73","49","121","78","47","35","104","79","111","110","40","33","55","53","46","143","42","30","88","65","73","78"
,"60","60","80","48","41","114","76","44","74","50","122","79","47","36","103","82","115","113","42","33","55","53","46","144","41","29","89","67","72","79"
,"60","60","80","47","41","115","75","44","72","48","123","79","46","37","105","82","121","116","42","31","54","53","46","148","40","29","90","67","73","79"
,"60","60","81","46","41","116","77","44","71","49","126","78","46","37","107","81","125","118","44","30","54","52","48","152","40","29","90","68","72","79"
,"59","57","79","46","41","113","78","44","69","48","125","78","43","37","102","82","126","117","44","28","53","53","48","153","40","28","91","69","73","78"
,"59","57","79","48","41","113","78","44","69","48","127","78","42","38","103","84","130","119","44","28","53","53","48","156","40","28","92","69","73","81"
,"59","59","80","47","41","113","77","43","68","49","129","76","42","39","102","85","133","125","44","28","52","55","48","158","40","29","95","69","73","84"
,"60","60","82","47","41","113","77","43","69","49","131","77","42","38","101","85","135","128","44","27","52","54","48","163","41","29","95","70","73","86"
,"60","61","83","47","41","116","79","42","69","48","136","77","42","40","100","87","134","133","44","26","52","54","48","167","42","30","93","70","74","90"
,"60","59","83","49","38","113","82","37","66","47","132","74","37","38","102","91","126","137","44","26","52","54","47","165","42","29","90","66","75","91"
,"60","59","84","53","38","114","85","37","65","47","136","74","37","40","102","91","127","144","44","26","52","54","49","169","43","30","89","66","76","91"
,"60","58","84","53","38","115","88","37","65","47","139","74","37","40","100","92","127","145","44","26","52","55","51","174","43","31","90","66","76","93"
,"59","59","84","53","38","114","89","37","66","47","139","73","37","40","101","93","130","146","44","26","52","55","53","177","44","31","89","66","76","94"
,"60","60","84","54","38","116","92","36","66","47","142","71","37","40","103","93","133","148","44","26","52","55","53","181","44","31","89","67","79","96"
,"61","61","86","55","37","118","94","35","65","47","143","72","37","40","103","92","137","149","44","26","52","54","55","177","44","31","88","67","79","98"
,"59","62","90","54","37","120","95","35","66","47","143","73","37","41","103","93","139","150","45","26","52","53","56","175","45","31","87","68","82","99"
,"60","62","92","56","36","124","98","36","65","47","142","73","37","41","102","97","142","155","47","25","52","52","57","172","45","31","89","69","83","101"
,"62","64","92","56","36","127","99","37","65","47","142","74","37","41","103","98","147","163","47","25","52","51","59","172","46","31","92","71","84","107"
,"62","65","92","57","36","128","102","36","67","47","141","73","37","41","103","97","148","170","49","25","52","50","60","172","48","31","93","74","86","110"
,"63","65","92","57","35","132","105","38","67","48","139","73","38","41","101","96","151","176","49","25","52","50","60","173","48","31","95","75","86","111"
